26.425792, 80.261381
26.427689, 80.259751
26.429585, 80.258121
26.431482, 80.256491
26.433378, 80.254861
26.435273, 80.253232
26.437169, 80.251603
26.439065, 80.249973
26.440961, 80.248344
26.442857, 80.246714
26.444752, 80.245085
26.446648, 80.243456
26.448544, 80.241826
26.45044, 80.240197
26.452336, 80.238567
26.454232, 80.236938
26.456128, 80.235308
26.458023, 80.233679
26.459919, 80.23205
26.461815, 80.23042
26.463711, 80.228791
26.465607, 80.227161
26.467503, 80.225532
26.469399, 80.223902
26.471294, 80.222273
26.47319, 80.220644
26.475086, 80.219014
26.476982, 80.217385
26.478878, 80.215755
26.480773, 80.214126
26.482669, 80.212497
26.484565, 80.210867
26.486461, 80.209238
26.488357, 80.207608
26.490253, 80.205979
26.492149, 80.204349
26.494044, 80.20272
26.427422, 80.263277
26.429319, 80.261647
26.431215, 80.260017
26.433112, 80.258387
26.435008, 80.256757
26.436903, 80.255128
26.438799, 80.253499
26.440695, 80.251869
26.442591, 80.25024
26.444487, 80.24861
26.446382, 80.246981
26.448278, 80.245352
26.450174, 80.243722
26.45207, 80.242093
26.453966, 80.240463
26.455862, 80.238834
26.457758, 80.237204
26.459653, 80.235575
26.461549, 80.233946
26.463445, 80.232316
26.465341, 80.230687
26.467237, 80.229057
26.469133, 80.227428
26.471029, 80.225798
26.472924, 80.224169
26.47482, 80.22254
26.476716, 80.22091
26.478612, 80.219281
26.480508, 80.217651
26.482403, 80.216022
26.484299, 80.214393
26.486195, 80.212763
26.488091, 80.211134
26.489987, 80.209504
26.491883, 80.207875
26.493779, 80.206245
26.495674, 80.204616
26.429051, 80.265173
26.430948, 80.263543
26.432844, 80.261913
26.434741, 80.260283
26.436637, 80.258653
26.438532, 80.257024
26.440428, 80.255395
26.442324, 80.253765
26.44422, 80.252136
26.446116, 80.250506
26.448011, 80.248877
26.449907, 80.247248
26.451803, 80.245618
26.453699, 80.243989
26.455595, 80.242359
26.457491, 80.24073
26.459387, 80.2391
26.461282, 80.237471
26.463178, 80.235842
26.465074, 80.234212
26.46697, 80.232583
26.468866, 80.230953
26.470762, 80.229324
26.472658, 80.227694
26.474553, 80.226065
26.476449, 80.224436
26.478345, 80.222806
26.480241, 80.221177
26.482137, 80.219547
26.484032, 80.217918
26.485928, 80.216289
26.487824, 80.214659
26.48972, 80.21303
26.491616, 80.2114
26.493512, 80.209771
26.495408, 80.208141
26.497303, 80.206512
26.430681, 80.267069
26.432578, 80.265439
26.434474, 80.263809
26.436371, 80.262179
26.438267, 80.260549
26.440162, 80.25892
26.442058, 80.257291
26.443954, 80.255661
26.44585, 80.254032
26.447746, 80.252402
26.449641, 80.250773
26.451537, 80.249144
26.453433, 80.247514
26.455329, 80.245885
26.457225, 80.244255
26.459121, 80.242626
26.461017, 80.240996
26.462912, 80.239367
26.464808, 80.237738
26.466704, 80.236108
26.4686, 80.234479
26.470496, 80.232849
26.472392, 80.23122
26.474288, 80.22959
26.476183, 80.227961
26.478079, 80.226332
26.479975, 80.224702
26.481871, 80.223073
26.483767, 80.221443
26.485662, 80.219814
26.487558, 80.218185
26.489454, 80.216555
26.49135, 80.214926
26.493246, 80.213296
26.495142, 80.211667
26.497038, 80.210037
26.498933, 80.208408
26.43231, 80.268965
26.434207, 80.267335
26.436103, 80.265705
26.438, 80.264075
26.439896, 80.262445
26.441791, 80.260816
26.443687, 80.259187
26.445583, 80.257557
26.447479, 80.255928
26.449375, 80.254298
26.45127, 80.252669
26.453166, 80.25104
26.455062, 80.24941
26.456958, 80.247781
26.458854, 80.246151
26.46075, 80.244522
26.462646, 80.242892
26.464541, 80.241263
26.466437, 80.239634
26.468333, 80.238004
26.470229, 80.236375
26.472125, 80.234745
26.474021, 80.233116
26.475917, 80.231486
26.477812, 80.229857
26.479708, 80.228228
26.481604, 80.226598
26.4835, 80.224969
26.485396, 80.223339
26.487291, 80.22171
26.489187, 80.220081
26.491083, 80.218451
26.492979, 80.216822
26.494875, 80.215192
26.496771, 80.213563
26.498667, 80.211933
26.500562, 80.210304
26.43394, 80.270861
26.435837, 80.269231
26.437733, 80.267601
26.43963, 80.265971
26.441526, 80.264341
26.443421, 80.262712
26.445317, 80.261083
26.447213, 80.259453
26.449109, 80.257824
26.451005, 80.256194
26.4529, 80.254565
26.454796, 80.252936
26.456692, 80.251306
26.458588, 80.249677
26.460484, 80.248047
26.46238, 80.246418
26.464276, 80.244788
26.466171, 80.243159
26.468067, 80.24153
26.469963, 80.2399
26.471859, 80.238271
26.473755, 80.236641
26.475651, 80.235012
26.477547, 80.233382
26.479442, 80.231753
26.481338, 80.230124
26.483234, 80.228494
26.48513, 80.226865
26.487026, 80.225235
26.488921, 80.223606
26.490817, 80.221977
26.492713, 80.220347
26.494609, 80.218718
26.496505, 80.217088
26.498401, 80.215459
26.500297, 80.213829
26.502192, 80.2122
26.435569, 80.272757
26.437466, 80.271127
26.439362, 80.269497
26.441259, 80.267867
26.443155, 80.266237
26.44505, 80.264608
26.446946, 80.262979
26.448842, 80.261349
26.450738, 80.25972
26.452634, 80.25809
26.454529, 80.256461
26.456425, 80.254832
26.458321, 80.253202
26.460217, 80.251573
26.462113, 80.249943
26.464009, 80.248314
26.465905, 80.246684
26.4678, 80.245055
26.469696, 80.243426
26.471592, 80.241796
26.473488, 80.240167
26.475384, 80.238537
26.47728, 80.236908
26.479176, 80.235278
26.481071, 80.233649
26.482967, 80.23202
26.484863, 80.23039
26.486759, 80.228761
26.488655, 80.227131
26.49055, 80.225502
26.492446, 80.223873
26.494342, 80.222243
26.496238, 80.220614
26.498134, 80.218984
26.50003, 80.217355
26.501926, 80.215725
26.503821, 80.214096
26.437199, 80.274653
26.439096, 80.273023
26.440992, 80.271393
26.442889, 80.269763
26.444785, 80.268133
26.44668, 80.266504
26.448576, 80.264875
26.450472, 80.263245
26.452368, 80.261616
26.454264, 80.259986
26.456159, 80.258357
26.458055, 80.256728
26.459951, 80.255098
26.461847, 80.253469
26.463743, 80.251839
26.465639, 80.25021
26.467535, 80.24858
26.46943, 80.246951
26.471326, 80.245322
26.473222, 80.243692
26.475118, 80.242063
26.477014, 80.240433
26.47891, 80.238804
26.480806, 80.237174
26.482701, 80.235545
26.484597, 80.233916
26.486493, 80.232286
26.488389, 80.230657
26.490285, 80.229027
26.49218, 80.227398
26.494076, 80.225769
26.495972, 80.224139
26.497868, 80.22251
26.499764, 80.22088
26.50166, 80.219251
26.503556, 80.217621
26.505451, 80.215992
26.438828, 80.276549
26.440725, 80.274919
26.442621, 80.273289
26.444518, 80.271659
26.446414, 80.270029
26.448309, 80.2684
26.450205, 80.266771
26.452101, 80.265141
26.453997, 80.263512
26.455893, 80.261882
26.457788, 80.260253
26.459684, 80.258624
26.46158, 80.256994
26.463476, 80.255365
26.465372, 80.253735
26.467268, 80.252106
26.469164, 80.250476
26.471059, 80.248847
26.472955, 80.247218
26.474851, 80.245588
26.476747, 80.243959
26.478643, 80.242329
26.480539, 80.2407
26.482435, 80.23907
